category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-49,"When spreading manure on bare soil or stubble not sown with seed, a land manager must work poultry manure, slurry and liquid-digested sludge into the soil as soon as practically possible and within 24 hours at the latest.",,"When you spread manure on bare soil or stubble (except if it's been sown with seed), you must:
work poultry manure, slurry and liquid-digested sludge into the soil (for example, by ploughing) as soon as it's practically possible to do so and within 24 hours at the latest",m-2e27e10a,GUIDANCE_BROADER,high,0.7364,,"The law clause requires incorporation of poultry manure only, whereas the guidance applies the same 24-hour incorporation rule to slurry and liquid-digested sludge as well, raising the bar beyond what this provision requires. Rule 4 applies: the guidance adds requirements beyond the statutory minimum without contradicting it.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:8b3180a3e77aa48b,"Poultry manure must be incorporated into the ground as soon as practicable, and within 24 hours at the latest.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/19/2,,,regulation:19:paragraph:2
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-5,"For wheat and barley, a land manager may use an additional 20kg of nitrogen per hectare for every tonne that the expected yield exceeds the standard yield.",section:how-much-nitrogen-you-can-apply-to-your-crops,"For wheat and barley, you can use an additional 20kg of nitrogen per hectare for every tonne that the expected yield exceeds the standard yield.",m-873412e9,GROUNDED,medium,0.7387,,"Regulation 12(1) sets the total nitrogen limit for specified crops, adjusted as specified in the notes; the guidance restates one such note allowing an additional 20 kg/ha per tonne of yield above the standard, which falls within the adjustment mechanism referenced by this provision.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,1,4,bcand:b2f994636dc07182,"The occupier of a holding must ensure that the total amount of nitrogen spread on a crop or group of crops specified in the table in paragraph (4) does not exceed the figure specified in the second column of that table in any twelve-month period, adjusted as specified in the notes and multiplied by the total area in hectares of the crop or group sown on the holding.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/12/1,,,regulation:12:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-50,"When spreading manure on bare soil or stubble not sown with seed on sloping land within 50 metres of surface water that could receive run-off, a land manager must work any organic manure (unless spread as mulch on sandy soil) into the soil as soon as possible and within 24 hours at the latest.",,work any organic manure into the soil (unless it's been spread as mulch on sandy soil) as soon as possible and within 24 hours at the latest if the land is sloping and within 50 metres of surface water that could receive run-off from it,m-bea75dda,GUIDANCE_BROADER,medium,0.7753,,"The law clause applies wherever 'land slopes in such a way that there may be a run-off' to surface water, without restricting this to bare soil or stubble not sown with seed. The guidance narrows the trigger condition to 'bare soil or stubble not sown with seed on sloping land', which is more specific than the statutory provision and potentially excludes other sloping land scenarios covered by the law. However, the guidance also adds the condition about bare soil/stubble which is not in the law,",COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:e8e157b181f996de,"Any organic manure (other than organic manure spread as a mulch on sandy soil) must be incorporated into the ground as soon as practicable, and within 24 hours at the latest, where the land is within 50 metres of surface water and slopes in such a way that there may be a run-off to that water.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/19/4,,,regulation:19:paragraph:4
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-51,"A land manager does not have to work in slurry and liquid-digested sludge if it has been applied using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",,"You don't have to work in slurry and liquid-digested sludge if you have applied it using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",m-e010686d,GROUNDED,high,0.7137,,"A neighbouring proposition explicitly states that dribble-bar applicators (precision equipment) must be used no less than 6 metres from surface water, thereby covering the specific 6-metre restriction the verdict identified as missing.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,3,1,bcand:cf03ffd731b61bc4,"Organic manure in the form of slurry, sewage sludge or anaerobic digestate (or any combination) may be spread using a dribble bar applicator, except within 6 metres of surface water.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/17/4,,,regulation:17:paragraph:4:subparagraph:c
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-51,"A land manager does not have to work in slurry and liquid-digested sludge if it has been applied using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",,"You don't have to work in slurry and liquid-digested sludge if you have applied it using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",m-507839af,GUIDANCE_INCOMPLETE,high,0.7009,,"The law permits trailing hose/shoe band spreaders except within 6 metres of surface water; the guidance correctly identifies these applicators as exempting the land manager from working-in but omits the 6-metre surface-water exclusion, leaving the guidance incomplete.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,3,1,bcand:4153ede39d43fcc7,"Organic manure in the form of slurry, sewage sludge or anaerobic digestate (or any combination) may be spread using a trailing hose band spreader or a trailing shoe band spreader, except within 6 metres of surface water.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/17/4,,,regulation:17:paragraph:4:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-51,"A land manager does not have to work in slurry and liquid-digested sludge if it has been applied using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",,"You don't have to work in slurry and liquid-digested sludge if you have applied it using a trailing hose, shoe band spreader, dribble bar applicator or an injector.",m-add9e5a7,GUIDANCE_INCOMPLETE,high,0.689,,"The law permits injectors (no deeper than 10 cm) except within 6 metres of surface water; the guidance mentions injectors without the depth or proximity-to-surface-water conditions, making it incomplete relative to the legal requirements.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,3,1,bcand:728bf0d230faed85,"Organic manure in the form of slurry, sewage sludge or anaerobic digestate (or any combination) may be spread using an injector that injects the organic manure no deeper than 10 cm below the surface of the soil, except within 6 metres of surface water.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/17/4,,,regulation:17:paragraph:4:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-52,A land manager must not spread manufactured nitrogen fertiliser on grassland during the closed period from 15 September to 15 January.,,"You must not spread manufactured nitrogen fertiliser on or between the following dates (closed periods):
from 15 September to 15 January on grassland
from 1 September to 15 January on tillage land",m-7f498e43,GUIDANCE_BROADER,high,0.7795,,"Regulation 22(1) prohibits spreading manufactured nitrogen fertiliser on 'land' during the closed period, with no restriction to grassland only. The guidance narrows the prohibition to grassland and specifies dates (15 September to 15 January), which may reflect a specific closed period definition for grassland elsewhere, but as stated the guidance is more restrictive (land-type specific) and date-bounded rather than covering all land as the law does. This means the guidance is narrower in scope",COMPLETE,HAS_REPORTABLE_COMPARISON,6,1,5,bcand:a896d168aeef910b,A person must not spread manufactured nitrogen fertiliser on land during the closed period.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/22/1,,,regulation:22:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-53,A land manager must not spread manufactured nitrogen fertiliser on tillage land during the closed period from 1 September to 15 January.,,"You must not spread manufactured nitrogen fertiliser on or between the following dates (closed periods):
from 15 September to 15 January on grassland
from 1 September to 15 January on tillage land",m-3b24900a,GROUNDED,high,0.7679,,"The neighbouring proposition explicitly covers the closed period prohibition for grassland (15 September–15 January), resolving the specific concern that other land types and their closed period dates were omitted from the guidance.",COMPLETE,HAS_REPORTABLE_COMPARISON,6,1,5,bcand:a896d168aeef910b,A person must not spread manufactured nitrogen fertiliser on land during the closed period.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/22/1,,,regulation:22:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-54,"If a land manager grows crops not listed in the closed-period exemptions table, they must have written advice from a FACTS-qualified adviser before spreading manufactured nitrogen fertilisers during the closed period.",,"If you grow crops that aren't listed in the table, you must have written advice from a FACTS-qualified adviser before you spread manufactured nitrogen fertilisers.",m-9f31a525,GROUNDED,high,0.7972,,The regulation permits spreading on unlisted crops provided it follows written FACTS adviser advice; the guidance accurately restates this as an obligation to obtain such written advice before spreading — the permissive framing in law and the obligatory framing in guidance are substantively equivalent given that without the advice the activity is not permitted.,COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:acb0f8d735316cba,"A person may spread manufactured nitrogen fertiliser during the closed period on a crop not specified in the table in paragraph (5), provided the spreading is in accordance with written advice from a FACTS adviser.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/22/4,,,regulation:22:paragraph:4
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-55,"Limits on fertiliser use do not apply to land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year.",,"You don't need to keep to limits on fertiliser use on land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year. If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-dab73463,GUIDANCE_BROADER,medium,0.7346,,"Regulation 9 exempts Part 4 from applying to nitrogen fertiliser on crops in a greenhouse, but the guidance extends this to glasshouses and polytunnels, adds a 'whole calendar year' enclosure condition, and speaks to 'limits on fertiliser use' generally rather than just Part 4 restrictions. The guidance sets a broader/higher bar than this single clause.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,5,10,bcand:4b7edfccef2ab9f8,Part 4 does not apply to the spreading of nitrogen fertiliser on a crop growing in a greenhouse.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/9,,,regulation:9
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-55,"Limits on fertiliser use do not apply to land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year.",,"You don't need to keep to limits on fertiliser use on land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year. If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-83907fcf,GUIDANCE_BROADER,medium,0.7168,,"This clause excludes greenhouse-covered land from the nitrogen limit calculation in paragraph (1) for the 'period concerned', and requires greenhouse coverage for the 'whole of the period'. The guidance adds polytunnels and glasshouses beyond 'greenhouse' and speaks to the 'whole calendar year', which may or may not align with 'the period concerned'.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,5,10,bcand:38c181bbc6a47521,The reference in paragraph (1) to the land on the holding does not include any land which is covered by a greenhouse for the whole of the period concerned.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/10,,,regulation:8:paragraph:10
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-55,"Limits on fertiliser use do not apply to land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year.",,"You don't need to keep to limits on fertiliser use on land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year. If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-146e4d4c,GUIDANCE_BROADER,medium,0.7104,,"Regulation 22 paragraph 9 exempts greenhouses from regulation 22 (closed periods for manufactured nitrogen fertiliser); it supports part of the guidance but does not cover glasshouses, polytunnels, or the 'whole calendar year' condition the guidance states.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,5,10,bcand:cd24c17569dac1a2,Regulation 22 does not apply to the spreading of nitrogen fertiliser in a greenhouse.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/22/9,,,regulation:22:paragraph:9
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-55,"Limits on fertiliser use do not apply to land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year.",,"You don't need to keep to limits on fertiliser use on land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year. If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-a424f920,GUIDANCE_BROADER,medium,0.7053,,"Regulation 16 paragraph 6 exempts greenhouse-covered land from regulation 16, supporting one facet of the guidance, but 'greenhouse' alone does not cover glasshouses and polytunnels mentioned in the guidance, and the 'whole calendar year' condition is not stated here.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,5,10,bcand:b54a7cace39b1627,Regulation 16 does not apply to land which is covered by a greenhouse.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/16/6,,,regulation:16:paragraph:6
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-55,"Limits on fertiliser use do not apply to land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year.",,"You don't need to keep to limits on fertiliser use on land inside greenhouses, glasshouses and polytunnels where the land is enclosed for the whole calendar year. If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-eb61771a,GUIDANCE_BROADER,medium,0.7032,,"This clause excludes greenhouse-covered land from total nitrogen holding calculations under regulation 7 for 'the whole of the year concerned', which aligns with the 'whole calendar year' condition in the guidance, but the guidance also references glasshouses and polytunnels not mentioned here.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,5,10,bcand:c79b38da1dbd2898,Land which is covered by a greenhouse for the whole of the year concerned is excluded from the calculation of the total nitrogen limit for the whole holding under regulation 7.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/7/4,,,regulation:7:paragraph:4:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-56,"If land inside a greenhouse, glasshouse or polytunnel is exposed to the open air at any time during the year, the nitrogen fertiliser limits apply for the whole of that year.",section:exemptions-for-greenhouses-and-low-intensity-farms,"If land is exposed to the open air at any time (for example, if you uncover a polytunnel) the limits apply for the whole of that year.",m-02f458a0,GROUNDED,medium,0.6935,,"Regulation 8(10) excludes from the annual nitrogen limit only land covered by a greenhouse for the whole period; by necessary implication, land in a greenhouse that is exposed to open air at any point in the year does not satisfy this exclusion and thus the limits apply for the whole year. The guidance accurately reflects this consequence, albeit by stating the positive corollary of the exclusion.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,1,14,bcand:38c181bbc6a47521,The reference in paragraph (1) to the land on the holding does not include any land which is covered by a greenhouse for the whole of the period concerned.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/10,,,regulation:8:paragraph:10
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-57,A land manager does not need to keep records of nitrogen fertiliser use or the yield of arable crops on land inside a greenhouse.,,You don't need to keep records of your use of nitrogen fertilisers or the yield of arable crops in a greenhouse.,m-34246de2,GUIDANCE_BROADER,medium,0.7111,,"Regulation 32(1) imposes a duty to record arable crop yield where nitrogen fertiliser has been used, but does not itself state a greenhouse exemption. The guidance adds a carve-out for greenhouse land that goes beyond (but does not contradict) the face of this provision; any such exemption would need to be found in a separate definitional or scope clause.",COMPLETE,HAS_REPORTABLE_COMPARISON,8,1,7,bcand:074384636e10a2a0,The occupier of a holding who has used nitrogen fertiliser must record the yield achieved by an arable crop within one week of ascertaining it.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/32/1,,,regulation:32:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-58,"A low-intensity farmer is one where at least 80% of their land is grassland, no more than 100kg of nitrogen per hectare per year is applied as organic manure, no more than 90kg of nitrogen per hectare per year is spread as manufactured fertiliser, and no organic manure is brought onto the holding.",,"You're a low-intensity farmer if all of the following apply to you:
at least 80% of your land is grassland
you apply no more than 100kg of nitrogen per hectare per year as organic manure (including any nitrogen in manure deposited on the field by livestock)
you spread no more than 90kg of nitrogen per hectare per year as manufactured fertiliser
you don't bring any organic manure onto your holding",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-59,A low-intensity farmer does not have to keep a record of their actual applications of manufactured fertiliser and organic manure in each field.,,You don't have to keep a record of your actual applications of manufactured fertiliser and organic manure in each field.,m-9425a39b,GUIDANCE_BROADER,medium,0.6816,,"Regulation 31(1)(c-e) imposes a general record-keeping obligation on all occupiers who spread organic manure with no stated low-intensity exemption; the guidance claims low-intensity farmers are exempt, which goes beyond (and potentially conflicts with) what this provision says — but since the exemption may exist elsewhere in the instrument, GUIDANCE_BROADER is the more appropriate label under rule 4 rather than CONFLICTS.",COMPLETE,HAS_REPORTABLE_COMPARISON,12,1,11,bcand:6a4026afb476d217,"The occupier of a holding who spreads organic manure must, within one week of doing so, record the date, the method, and the type of organic manure spread.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/31/1,,,regulation:31:paragraph:1:subparagraph:c-e
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-6,"On milling wheat varieties, a land manager may use an additional 40kg of nitrogen per hectare.",section:how-much-nitrogen-you-can-apply-to-your-crops,"On milling wheat varieties, you can use an additional 40kg of nitrogen per hectare.",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,13,0,13,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-60,A low-intensity farmer must have recorded information to show that they meet the criteria for low-intensity farms.,section:exemptions-for-greenhouses-and-low-intensity-farms,You must have recorded information to show that you meet the criteria for low-intensity farms.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,11,0,11,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-61,A low-intensity farmer must still plan their nitrogen use by keeping a fertilisation plan.,section:exemptions-for-greenhouses-and-low-intensity-farms,You must still plan your nitrogen use by keeping a fertilisation plan.,m-ba0f8d0f,GROUNDED,high,0.6581,,"Regulation 10(1)(c) directly imposes the obligation to produce a fertilisation plan for the growing season on any person planning nitrogen fertiliser spreading, which accurately underpins the guidance that a low-intensity farmer must keep a fertilisation plan.",COMPLETE,HAS_REPORTABLE_COMPARISON,9,1,8,bcand:04f30441040c6840,A person planning the spreading of nitrogen fertiliser must produce a fertilisation plan for that growing season.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/10/1,,,regulation:10:paragraph:1:subparagraph:c
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-62,"When calculating fertiliser applications, a land manager must not include any area of their holding where no fertiliser is spread or the soil is not worked, such as rough grazing areas.",,"When calculating your fertiliser applications, you must not include any area of your holding where you don't spread any fertiliser or work the soil (for example, on rough grazing areas).",m-1957df21,GROUNDED,high,0.7513,,"The law clause explicitly excludes from the holding area calculation any land where the occupier does not spread fertiliser or work the soil, which directly matches the guidance statement. The guidance accurately restates this statutory exclusion.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,2,13,bcand:27a4cffbcafd5cf6,"For the purposes of calculating the area of the holding under paragraph (7), land on which the occupier does not spread fertiliser or work the soil is excluded from that area.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/8/8,,,regulation:8:paragraph:8
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-62,"When calculating fertiliser applications, a land manager must not include any area of their holding where no fertiliser is spread or the soil is not worked, such as rough grazing areas.",,"When calculating your fertiliser applications, you must not include any area of your holding where you don't spread any fertiliser or work the soil (for example, on rough grazing areas).",m-bd8e18cd,GROUNDED,high,0.7398,,"This clause also excludes land on which the occupier does not spread fertiliser or work the soil from the holding area, but in the context of records of spreading. It supports the same principle, though it applies to records rather than general calculation. The guidance is substantively accurate relative to this provision as well.",COMPLETE,HAS_REPORTABLE_COMPARISON,15,2,13,bcand:003299ab9e66e43b,"For the purposes of records of spreading nitrogen fertiliser, the area of the holding excludes any land on which the occupier does not spread fertiliser or work the soil.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/31/6,,,regulation:31:paragraph:6:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/using-nitrogen-fertilisers-in-nitrate-vulnerable-zones,Using nitrogen fertilisers in nitrate vulnerable zones,6496ddf5-fe38-43db-ac42-b13e95777e33,susan-b5cccee08ec65fb7-63,A land manager must keep all records of their fertiliser use for at least 5 years.,section:keeping-records,You must keep all records of your fertiliser use for at least 5 years.,m-8c3cb796,GUIDANCE_INCOMPLETE,high,0.7547,,The law specifies that the 5-year retention period runs from when the record 'ceased to be current' and explicitly states the obligation persists even if the land ceases to be in a nitrate vulnerable zone — both nuances the guidance omits. The guidance correctly states the 5-year period but falls short of the full statutory requirement by omitting these conditions.,COMPLETE,HAS_REPORTABLE_COMPARISON,1,1,0,bcand:ac41f99b558aab58,"A person required to make a record under these Regulations must keep that record for 5 years after the record ceased to be current, regardless of whether the land has in the meantime ceased to be designated as a nitrate vulnerable zone.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/35/1,,,regulation:35:paragraph:1
